gene_id,symbol,name,chr,start,end,set
523,ATP6V1A,"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A",3,113465866,113530903,post
2596,GAP43,growth associated protein 43,3,115342171,115440337,post
4045,LSAMP,limbic system-associated membrane protein,3,115528641,116858236,post
2932,GSK3B,glycogen synthase kinase 3 beta,3,119540170,119813264,post
4710,NDUFB4,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa",3,120315156,120321347,post
2804,GOLGB1,golgin B1,3,121382046,121468602,post
3836,KPNA1,karyopherin alpha 1 (importin alpha 5),3,122140796,122233792,post
8997,KALRN,"kalirin, RhoGEF kinase",3,123798870,124440036,post
8723,SNX4,sorting nexin 4,3,125165495,125239041,post
10840,ALDH1L1,"aldehyde dehydrogenase 1 family, member L1",3,125822408,125916837,post
84303,CHCHD6,coiled-coil-helix-coiled-coil-helix domain containing 6,3,126423063,126682122,post
5361,PLXNA1,plexin A1,3,126707437,126756235,post
6184,RPN1,ribophorin I,3,128338817,128399918,post
7879,RAB7A,"RAB7A, member RAS oncogene family",3,128444965,128533639,post
22820,COPG,"coatomer protein complex, subunit gamma",3,128968449,128996614,post
23317,DNAJC13,"DnaJ (Hsp40) homolog, subfamily C, member 13",3,132136370,132257876,post
58477,SRPRB,"signal recognition particle receptor, B subunit",3,133502877,133544616,post
51560,RAB6B,"RAB6B, member RAS oncogene family",3,133543083,133614680,post
22808,MRAS,muscle RAS oncogene homolog,3,138066539,138124375,post
9276,COPB2,"coatomer protein complex, subunit beta 2 (beta prime)",3,139074442,139108574,post
5217,PFN2,profilin 2,3,149682691,149768575,post
4291,MLF1,myeloid leukemia factor 1,3,158288952,158325041,post
23043,TNIK,TRAF2 and NCK interacting kinase,3,170779128,171178197,post
22871,NLGN1,neuroligin 1,3,173114074,174004434,post
5290,PIK3CA,"phosphoinositide-3-kinase, catalytic, alpha polypeptide",3,178865902,178957881,post
59345,GNB4,"guanine nucleotide binding protein (G protein), beta polypeptide 4",3,179116990,179169378,post
51555,PEX5L,peroxisomal biogenesis factor 5-like,3,179512746,179754841,post
131118,DNAJC19,"DnaJ (Hsp40) homolog, subfamily C, member 19",3,180701497,180707562,post
56922,MCCC1,methylcrotonoyl-CoA carboxylase 1 (alpha),3,182733006,182833863,post
79929,MAP6D1,MAP6 domain containing 1,3,183533664,183543382,post
1173,AP2M1,"adaptor-related protein complex 2, mu 1 subunit",3,183892477,183901879,post
55324,ABCF3,"ATP-binding cassette, sub-family F (GCN20), member 3",3,183903811,183911800,post
5708,PSMD2,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2",3,184016497,184026842,post
1981,EIF4G1,"eukaryotic translation initiation factor 4 gamma, 1",3,184032283,184053146,post
64110,MAGEF1,"melanoma antigen family F, 1",3,184428156,184429836,post
23355,VPS8,vacuolar protein sorting 8 homolog (S. cerevisiae),3,184529931,184770402,post
1974,EIF4A2,eukaryotic translation initiation factor 4A2,3,186500994,186507689,post
4976,OPA1,optic atrophy 1 (autosomal dominant),3,193310933,193415612,post
347,APOD,apolipoprotein D,3,195295573,195311076,post
1739,DLG1,"discs, large homolog 1 (Drosophila)",3,196769431,197026171,post
622,BDH1,"3-hydroxybutyrate dehydrogenase, type 1",3,197236654,197300194,post
521,ATP5I,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E",4,666225,668127,post
2580,GAK,cyclin G associated kinase,4,843064,926174,post
1487,CTBP1,C-terminal binding protein 1,4,1205236,1243741,post
3954,LETM1,leucine zipper-EF-hand containing transmembrane protein 1,4,1813206,1857974,post
118,ADD1,adducin 1 (alpha),4,2845584,2931803,post
3064,HTT,huntingtin,4,3076408,3245676,post
1400,CRMP1,collapsin response mediator protein 1,4,5749811,5894785,post
7466,WFS1,Wolfram syndrome 1 (wolframin),4,6271576,6304992,post
84448,ABLIM2,"actin binding LIM protein family, member 2",4,7967039,8160559,post
9948,WDR1,WD repeat domain 1,4,10075963,10118573,post
5860,QDPR,quinoid dihydropteridine reductase,4,17461884,17513857,post
51056,LAP3,leucine aminopeptidase 3,4,17578815,17609595,post
6133,RPL9,ribosomal protein L9,4,39455744,39460568,post
7345,UCHL1,ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase),4,41258430,41270472,post
22998,LIMCH1,LIM and calponin homology domains 1,4,41361624,41702061,post
55161,TMEM33,transmembrane protein 33,4,41937137,41962589,post
10396,ATP8A1,"ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1",4,42410390,42659122,post
386617,KCTD8,potassium channel tetramerisation domain containing 8,4,44175926,44450824,post
2557,GABRA4,"gamma-aminobutyric acid (GABA) A receptor, alpha 4",4,46920917,46996424,post
285527,FRYL,FRY-like,4,48499378,48782339,post
55763,EXOC1,exocyst complex component 1,4,56719782,56771200,post
10606,PAICS,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase",4,57301907,57327534,post
23284,LPHN3,latrophilin 3,4,62066976,62938184,post
22902,RUFY3,RUN and FYVE domain containing 3,4,71569921,71673032,post
8671,SLC4A4,"solute carrier family 4, sodium bicarbonate cotransporter, member 4",4,72053003,72437804,post
8999,CDKL2,cyclin-dependent kinase-like 2 (CDC2-related kinase),4,76503215,76555900,post
9908,G3BP2,GTPase activating protein (SH3 domain) binding protein 2,4,76567966,76649709,post
8615,USO1,USO1 vesicle docking protein homolog (yeast),4,76648697,76735382,post
55752,SEPT11,septin 11,4,77870856,77961537,post
901,CCNG2,cyclin G2,4,78078304,78354542,post
306,ANXA3,annexin A3,4,79472673,79531603,post
5593,PRKG2,"protein kinase, cGMP-dependent, type II",4,82009837,82136188,post
79966,SCD5,stearoyl-CoA desaturase 5,4,83550692,83720010,post
22872,SEC31A,SEC31 homolog A (S. cerevisiae),4,83739814,83822319,post
5602,MAPK10,mitogen-activated protein kinase 10,4,86936276,87515284,post
6622,SNCA,"synuclein, alpha (non A4 component of amyloid precursor)",4,90646705,90759466,post
2895,GRID2,"glutamate receptor, ionotropic, delta 2",4,93225550,94695707,post
5910,RAP1GDS1,"RAP1, GTP-GDP dissociation stimulator 1",4,99182535,99365012,post
1977,EIF4E,eukaryotic translation initiation factor 4E,4,99792835,99851788,post
5530,PPP3CA,"protein phosphatase 3, catalytic subunit, alpha isozyme",4,101944566,102268637,post
3033,HADH,hydroxyacyl-CoA dehydrogenase,4,108910870,108956331,post
287,ANK2,"ankyrin 2, neuronal",4,113739265,114304896,post
817,CAMK2D,calcium/calmodulin-dependent protein kinase II delta,4,114372188,114683083,post
308,ANXA5,annexin A5,4,122589110,122618268,post
2247,FGF2,fibroblast growth factor 2 (basic),4,123747863,123819391,post
83447,SLC25A31,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31",4,128651533,128695448,post
22824,HSPA4L,heat shock 70kDa protein 4-like,4,128702976,128755226,post
166614,DCLK2,doublecortin-like kinase 2,4,150999426,151178609,post
6189,RPS3A,ribosomal protein S3A,4,152020725,152025804,post
23321,TRIM2,tripartite motif containing 2,4,154073494,154260474,post
2244,FGB,fibrinogen beta chain,4,155484108,155492238,post
2266,FGG,fibrinogen gamma chain,4,155525286,155534119,post
2891,GRIA2,"glutamate receptor, ionotropic, AMPA 2",4,158125334,158287227,post
2110,ETFDH,electron-transferring-flavoprotein dehydrogenase,4,159593277,159630775,post
5481,PPID,peptidylprolyl isomerase D,4,159630286,159644548,post
9693,RAPGEF2,Rap guanine nucleotide exchange factor (GEF) 2,4,160025330,160281321,post
2823,GPM6A,glycoprotein M6A,4,176554085,176923815,post
133121,ENPP6,ectonucleotide pyrophosphatase/phosphodiesterase 6,4,185009859,185142383,post
291,SLC25A4,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4",4,186064395,186068434,post
8470,SORBS2,sorbin and SH3 domain containing 2,4,186506598,186877806,post
133957,CCDC127,coiled-coil domain containing 127,5,204872,218330,post
11336,EXOC3,exocyst complex component 3,5,443273,472052,post
11076,TPPP,tubulin polymerization promoting protein,5,660883,693510,post
4726,NDUFS6,"NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)",5,1801514,1816719,post
22948,CCT5,"chaperonin containing TCP1, subunit 5 (epsilon)",5,10250033,10266524,post
1501,CTNND2,"catenin (cadherin-associated protein), delta 2 (neural plakophilin-related arm-repeat protein)",5,10971952,11904155,post
7204,TRIO,triple functional domain (PTPRF interacting),5,14143811,14532235,post
10409,BASP1,"brain abundant, membrane attached signal protein 1",5,17217669,17276943,post
1008,CDH10,"cadherin 10, type 2 (T2-cadherin)",5,24487209,24645087,post
6507,SLC1A3,"solute carrier family 1 (glial high affinity glutamate transporter), member 3",5,36606457,36688436,post
5019,OXCT1,3-oxoacid CoA transferase 1,5,41730167,41870621,post
23530,NNT,nicotinamide nucleotide transhydrogenase,5,43602795,43707507,post
115827,RAB3C,"RAB3C, member RAS oncogene family",5,57878048,58155213,post
5144,PDE4D,"phosphodiesterase 4D, cAMP-specific",5,58264865,59817947,post
3796,KIF2A,kinesin heavy chain member 2A,5,61601989,61833076,post
55914,ERBB2IP,erbb2 interacting protein,5,65222303,65378377,post
92259,MRPS36,mitochondrial ribosomal protein S36,5,68513573,68541954,post
64087,MCCC2,methylcrotonoyl-CoA carboxylase 2 (beta),5,70883115,70954531,post
4131,MAP1B,microtubule-associated protein 1B,5,71403061,71502853,post
3842,TNPO1,transportin 1,5,72112139,72212560,post
2150,F2RL1,coagulation factor II (thrombin) receptor-like 1,5,76114758,76131140,post
8546,AP3B1,"adaptor-related protein complex 3, beta 1 subunit",5,77296349,77590579,post
9456,HOMER1,homer homolog 1 (Drosophila),5,78668459,78810040,post
5924,RASGRF2,Ras protein-specific guanine nucleotide-releasing factor 2,5,80256491,80525985,post
1462,VCAN,versican,5,82767284,82878122,post
1404,HAPLN1,hyaluronan and proteoglycan link protein 1,5,82933624,83017432,post
9652,TTC37,tetratricopeptide repeat domain 37,5,94799599,94890711,post
91137,SLC25A46,"solute carrier family 25, member 46",5,110073837,110100857,post
324,APC,adenomatous polyposis coli,5,112043195,112203279,post
7905,REEP5,receptor accessory protein 5,5,112212084,112258236,post
1176,AP3S1,"adaptor-related protein complex 3, sigma 1 subunit",5,115177178,115274332,post
3295,HSD17B4,hydroxysteroid (17-beta) dehydrogenase 4,5,118788138,118878028,post
6643,SNX2,sorting nexin 2,5,122110691,122165803,post
501,ALDH7A1,"aldehyde dehydrogenase 7 family, member A1",5,125877533,125931110,post
4001,LMNB1,lamin B1,5,126112315,126172712,post
6558,SLC12A2,"solute carrier family 12 (sodium/potassium/chloride transporters), member 2",5,127419458,127525380,post
23305,ACSL6,acyl-CoA synthetase long-chain family member 6,5,131142683,131347936,post
11127,KIF3A,kinesin family member 3A,5,132028323,132073330,post
23176,SEPT8,septin 8,5,132086509,132142933,post
3308,HSPA4,heat shock 70kDa protein 4,5,132387654,132442141,post
7416,VDAC1,voltage-dependent anion channel 1,5,133307606,133340824,post
5515,PPP2CA,"protein phosphatase 2, catalytic subunit, alpha isozyme",5,133530025,133561833,post
3313,HSPA9,heat shock 70kDa protein 9 (mortalin),5,137890571,137911133,post
1495,CTNNA1,"catenin (cadherin-associated protein), alpha 1, 102kDa",5,138089107,138270720,post
5813,PURA,purine-rich element binding protein A,5,139487362,139496321,post
4695,NDUFA2,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa",5,140018325,140027370,post
23438,HARS2,"histidyl-tRNA synthetase 2, mitochondrial (putative)",5,140071011,140078889,post
56130,PCDHB6,protocadherin beta 6,5,140529839,140532868,post
5097,PCDH1,protocadherin 1,5,141232938,141258811,post
23092,ARHGAP26,Rho GTPase activating protein 26,5,142149949,142608576,post
57528,KCTD16,potassium channel tetramerisation domain containing 16,5,143550396,143856944,post
1809,DPYSL3,dihydropyrimidinase-like 3,5,146770374,146889619,post
9832,JAKMIP2,janus kinase and microtubule interacting protein 2,5,146967990,147162338,post
11005,SPINK5,"serine peptidase inhibitor, Kazal type 5",5,147443535,147516925,post
22885,ABLIM3,"actin binding LIM protein family, member 3",5,148521046,148640105,post
815,CAMK2A,calcium/calmodulin-dependent protein kinase II alpha,5,149599054,149669854,post
6208,RPS14,ribosomal protein S14,5,149822753,149829319,post
11346,SYNPO,synaptopodin,5,149980642,150038782,post
51164,DCTN4,dynactin 4 (p62),5,150088002,150138671,post
309,ANXA6,annexin A6,5,150480268,150537443,post
2890,GRIA1,"glutamate receptor, ionotropic, AMPA 1",5,152870204,153193240,post
6444,SGCD,"sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)",5,155297354,156194499,post
26999,CYFIP2,cytoplasmic FMR1 interacting protein 2,5,156693091,156822606,post
2554,GABRA1,"gamma-aminobutyric acid (GABA) A receptor, alpha 1",5,161274197,161326965,post
134492,NUDCD2,NudC domain containing 2,5,162880494,162887146,post
5917,RARS,arginyl-tRNA synthetase,5,167913450,167946304,post
1794,DOCK2,dedicator of cytokinesis 2,5,169064251,169510386,post
4869,NPM1,"nucleophosmin (nucleolar phosphoprotein B23, numatrin)",5,170814120,170838141,post
94081,SFXN1,sideroflexin 1,5,174904065,174956745,post
1212,CLTB,"clathrin, light chain B",5,175819456,175843570,post
114787,GPRIN1,G protein regulated inducer of neurite outgrowth 1,5,176022803,176037134,post
80758,PRR7,proline rich 7 (synaptic),5,176873446,176883283,post
1627,DBN1,drebrin 1,5,176883609,176901402,post
9260,PDLIM7,PDZ and LIM domain 7 (enigma),5,176910395,176924607,post
821,CANX,calnexin,5,179105629,179157926,post
10399,GNB2L1,"guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1",5,180663909,180675096,post
55770,EXOC2,exocyst complex component 2,6,485133,693111,post
7280,TUBB2A,"tubulin, beta 2A",6,3153903,3157760,post
347733,TUBB2B,"tubulin, beta 2B",6,3224517,3231964,post
10455,PECI,"peroxisomal D3,D2-enoyl-CoA isomerase",6,4115923,4135831,post
51299,NRN1,neuritin 1,6,5998232,6007200,post
6745,SSR1,"signal sequence receptor, alpha",6,7268539,7347679,post
1832,DSP,desmoplakin,6,7541808,7586950,post
221692,PHACTR1,phosphatase and actin regulator 1,6,12717893,13288075,post
10048,RANBP9,RAN binding protein 9,6,13621730,13711953,post
10486,CAP2,"CAP, adenylate cyclase-associated protein, 2 (yeast)",6,17393447,17558023,post
7915,ALDH5A1,"aldehyde dehydrogenase 5 family, member A1",6,24495080,24537435,post
8359,HIST1H4A,"histone cluster 1, H4a",6,26021907,26022278,post
3008,HIST1H1E,"histone cluster 1, H1e",6,26156559,26157343,post
3012,HIST1H2AE,"histone cluster 1, H2ae",6,26217165,26217711,post
2550,GABBR1,"gamma-aminobutyric acid (GABA) B receptor, 1",6,29523406,29601753,post
4340,MOG,myelin oligodendrocyte glycoprotein,6,29624758,29640149,post
2794,GNL1,guanine nucleotide binding protein-like 1,6,30509154,30525008,post
10211,FLOT1,flotillin 1,6,30695486,30710510,post
534,ATP6V1G2,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2",6,31497996,31516204,post
1460,CSNK2B,"casein kinase 2, beta polypeptide",6,31633013,31641323,post
7407,VARS,valyl-tRNA synthetase,6,31745295,31763730,post
3305,HSPA1L,heat shock 70kDa protein 1-like,6,31777396,31782842,post
3303,HSPA1A,heat shock 70kDa protein 1A,6,31783320,31785723,post
3304,HSPA1B,heat shock 70kDa protein 1B,6,31795688,31798031,post
10919,EHMT2,euchromatic histone-lysine N-methyltransferase 2,6,31847536,31865464,post
6499,SKIV2L,superkiller viralicidic activity 2-like (S. cerevisiae),6,31926581,31937532,post
80863,PRRT1,proline-rich transmembrane protein 1,6,32116136,32122150,post
177,AGER,advanced glycosylation end product-specific receptor,6,32148745,32152101,post
6293,VPS52,vacuolar protein sorting 52 homolog (S. cerevisiae),6,33218049,33239824,post
6222,RPS18,ribosomal protein S18,6,33239787,33244287,post
8831,SYNGAP1,synaptic Ras GTPase activating protein 1,6,33387847,33421466,post
6204,RPS10,ribosomal protein S10,6,34385231,34393902,post
29993,PACSIN1,protein kinase C and casein kinase substrate in neurons 1,6,34433916,34503006,post
4736,RPL10A,ribosomal protein L10a,6,35436185,35438562,post
57699,CPNE5,copine V,6,36708552,36807778,post
51645,PPIL1,peptidylprolyl isomerase (cyclophilin)-like 1,6,36822603,36842800,post
23787,MTCH1,mitochondrial carrier homolog 1 (C. elegans),6,36935917,36954074,post
23500,DAAM2,dishevelled associated activator of morphogenesis 2,6,39760142,39872644,post
5528,PPP2R5D,"protein phosphatase 2, regulatory subunit B', delta",6,42952237,42980080,post
93643,TJAP1,tight junction associated protein 1 (peripheral),6,43445311,43474291,post
7422,VEGFA,vascular endothelial growth factor A,6,43737921,43754224,post
3326,HSP90AB1,"heat shock protein 90kDa alpha (cytosolic), class B member 1",6,44214824,44221620,post
4794,NFKBIE,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon",6,44225919,44233500,post
667,DST,dystonin,6,56322785,56819413,post
26036,ZNF451,zinc finger protein 451,6,56951642,57035105,post
9532,BAG2,BCL2-associated athanogene 2,6,57037124,57049735,post
577,BAI3,brain-specific angiogenesis inhibitor 3,6,69345259,70099403,post
22999,RIMS1,regulating synaptic membrane exocytosis 1,6,72596406,73112508,post
1915,EEF1A1,eukaryotic translation elongation factor 1 alpha 1,6,74225473,74233520,post
4646,MYO6,myosin VI,6,76458909,76629254,post
83699,SH3BGRL2,SH3 domain binding glutamic acid-rich protein like 2,6,80341000,80413372,post
9892,SNAP91,"synaptosomal-associated protein, 91kDa homolog (mouse)",6,84262604,84419127,post
4907,NT5E,"5'-nucleotidase, ecto (CD73)",6,86159302,86205496,post
10492,SYNCRIP,"synaptotagmin binding, cytoplasmic RNA interacting protein",6,86267696,86353510,post
23376,KIAA0776,KIAA0776,6,96969471,97003152,post
2898,GRIK2,"glutamate receptor, ionotropic, kainate 2",6,101846664,102517958,post
8724,SNX3,sorting nexin 3,6,108532426,108582464,post
8936,WASF1,"WAS protein family, member 1",6,110421022,110501207,post
5980,REV3L,"REV3-like, catalytic subunit of DNA polymerase zeta (yeast)",6,111620234,111804918,post
2534,FYN,"FYN oncogene related to SRC, FGR, YES",6,111981535,112194655,post
2697,GJA1,"gap junction protein, alpha 1, 43kDa",6,121756838,121770873,post
